Izglītības iestāde,Bejas pamatskola,"Bejas skola, Beja, Jaunalūksnes pag., Alūksnes nov., LV-4350"
Izglītības iestāde,Liepnas vidusskola,"Liepnas vidusskola, Liepna, Liepnas pag., Alūksnes nov., LV-4354"
Izglītības iestāde,Pededzes pamatskola,"Rūķi, Pededze, Pededzes pag., Alūksnes nov., LV-4352"
Izglītības iestāde,Alūksnes novada vidusskola,"Kanaviņu iela 14, Alūksne, Alūksnes nov., LV-4301"
Izglītības iestāde,Malienas pamatskola,"Brenci, Brenci, Malienas pag., Alūksnes nov., LV-4359"
Izglītības iestāde,Strautiņu pamatskola,"Strautiņi, Alsviķu pag., Alūksnes nov., LV-4333"
Izglītības iestāde,Rīgas Ziepniekkalna sākumskola,"Īslīces iela 4, Rīga, LV-1058"
Izglītības iestāde,Rīgas 94.vidusskola,"Ozolciema iela 26, Rīga, LV-1058"
Izglītības iestāde,Zemītes pamatskola,"Zemītes pils, Zemīte, Zemītes pag., Kandavas nov., LV-3135"
Izglītības iestāde,Kandavas Kārļa Mīlenbaha vidusskola,"Skolas iela 10, Kandava, Kandavas nov., LV-3120"
Izglītības iestāde,Kandavas Mākslas un mūzikas skola,"Sabiles iela 12, Kandava, Kandavas nov., LV-3120"
Izglītības iestāde,Cēres pamatskola,"Skolas iela 1, Cēre, Cēres pag., Kandavas nov., LV-3122"
Izglītības iestāde,Īslīces pamatskola,"Skolas iela 16, Bērzi, Īslīces pag., Bauskas nov., LV-3914"
Izglītības iestāde,"Bauskas novada pašvaldības vispārējās izglītības iestāde ""Uzvaras pamatskola""","Sporta iela 3, Uzvara, Gailīšu pag., Bauskas nov., LV-3931"
Izglītības iestāde,Bauskas 2. vidusskola,"Dārza iela 9, Bauska, Bauskas nov., LV-3901"
Izglītības iestāde,Vecsaules pamatskola,"Vecsaules pamatskola, Vecsaule, Vecsaules pag., Bauskas nov., LV-3932"
Izglītības iestāde,"Bauskas pirmsskolas izglītības iestāde ""Pasaulīte""","Saules iela 8, Bauska, Bauskas nov., LV-3901"
Izglītības iestāde,"Balvu pirmsskolas izglītības iestāde ""Pīlādzītis""","Daugavpils iela 59, Balvi, Balvu nov., LV-4501"
Izglītības iestāde,"Kubulu pirmsskolas izglītības iestāde ""Ieviņa""","Balvu iela 6, Kubuli, Kubulu pag., Balvu nov., LV-4566"
Izglītības iestāde,Bērzkalnes pirmsskolas izglītības iestāde,"Ūdru iela 1, Bērzkalne, Bērzkalnes pag., Balvu nov., LV-4590"
Izglītības iestāde,Tilžas pirmsskolas izglītības iestāde,"Dārza iela 1, Tilža, Tilžas pag., Balvu nov., LV-4572"
Izglītības iestāde,"Kandavas pilsētas pirmsskolas izglītības iestāde ""Zīļuks""","Raiņa iela 14, Kandava, Kandavas nov., LV-3120"
Izglītības iestāde,"Bauskas pirmsskolas izglītības iestāde ""Zīlīte""","Plūdoņa iela 60, Bauska, Bauskas nov., LV-3901"
Izglītības iestāde,Rundāles novada pirmsskolas izglītības iestāde “Mārpuķīte”,"Saulaine 1, Saulaine, Rundāles pag., Rundāles nov., LV-3901"
Izglītības iestāde,Habad Ebreju privātā vidusskola,"Lāčplēša iela 141, Rīga, LV-1003"
Izglītības iestāde,Daugavpils 17. vidusskola un vakarskola,"Valmieras iela 5, Daugavpils, LV-5404"
Izglītības iestāde,Ābeļu pamatskola,"Ābeļu pamatskola, Ābeļi, Ābeļu pag., Jēkabpils nov., LV-5212"
Izglītības iestāde,Rubeņu pamatskola,"Rubeņu skola, Rubeņi, Rubenes pag., Jēkabpils nov., LV-5229"
Izglītības iestāde,Jēkabpils vakara vidusskola,"Palejas iela 32, Jēkabpils, LV-5202"
Izglītības iestāde,Rīgas 53. vidusskola,"Melnsila iela 6, Rīga, LV-1046"
Izglītības iestāde,Kaunatas vidusskola,"Rāznas iela 17, Kaunata, Kaunatas pag., Rēzeknes nov., LV-4622"
Izglītības iestāde,Feimaņu pamatskola,"Feimaņu skola, Feimaņi, Feimaņu pag., Rēzeknes nov., LV-4623"
Izglītības iestāde,V. Plūdoņa Kuldīgas vidusskola,"Piltenes iela 25, Kuldīga, Kuldīgas nov., LV-3301"
Izglītības iestāde,"Kuldīgas pirmsskolas izglītības iestāde ""Bitīte"" - attīstības centrs","Parka iela 22, Kuldīga, Kuldīgas nov., LV-3301"
Izglītības iestāde,Rīgas Kristīgā vidusskola,"Augusta Deglava iela 3, Rīga, LV-1009"
Izglītības iestāde,Rīgas 96. vidusskola,"Rātslaukums 1, Rīga, LV-1050"
Izglītības iestāde,"Medņevas pirmsskolas izglītības iestāde ""Pasaciņa""","Saules iela 4, Semenova, Medņevas pag., Viļakas nov., LV-4586"
Valsts iestāde,Nodarbinātības valsts aģentūras Limbažu filiāle,"Vecā Sārmes iela 10, Limbaži, Limbažu nov., LV-4001"
Valsts iestāde,Nodarbinātības valsts aģentūras Rīgas reģionālā filiāle,"Jēzusbaznīcas iela 11, Rīga, LV-1050"
Valsts iestāde,Zemgales plānošanas reģions,"Katoļu iela 2B, Jelgava, LV-3001"
Valsts iestāde,Rīgas plānošanas reģions,"Zigfrīda Annas Meierovica bulvāris 18, Rīga, LV-1050"
Valsts iestāde,Latgales plānošanas reģions,"Saules iela 15, Daugavpils, LV-5401"
Valsts iestāde,Nodarbinātības valsts aģentūras Liepājas filiāle / Valsts sociālās apdrošināšanas aģentūras Liepājas KAC / Valsts probācijas dienesta Kurzemes reģiona teritoriālā struktūrvienība,"Graudu iela 50, Liepāja, LV-3401"
Valsts iestāde,Nodarbinātības valsts aģentūras Madonas filiāle,"Upes iela 3, Madona, Madonas nov., LV-4801"
Valsts iestāde,Nodarbinātības valsts aģentūras Bauskas filiāle,"Rātslaukums 4, Bauska, Bauskas nov., LV-3901"
Valsts iestāde,Nodarbinātības valsts aģentūras Jūrmalas filiāle,"Viestura iela 6, Jūrmala, LV-2010"
Valsts iestāde,Nodarbinātības valsts aģentūras Saldus filiāle,"Avotu iela 12, Saldus, Saldus nov., LV-3801"
Valsts iestāde,Nodarbinātības valsts aģentūras Kandavas filiāle,"Zemītes pils, Zemīte, Zemītes pag., Kandavas nov., LV-3135"
Valsts iestāde,Nodarbinātības valsts aģentūras Jēkabpils filiāle,"Jaunā iela 79E, Jēkabpils, LV-5201"
Valsts iestāde,Pilsonības un migrācijas lietu pārvaldes Cēsu nodaļa,"Jāņa Poruka iela 8, Cēsis, Cēsu nov., LV-4101"
Valsts iestāde,Pilsonības un migrācijas lietu pārvaldes Gulbenes nodaļa,"Ūdensvada iela 2A, Gulbene, Gulbenes nov., LV-4401"
Valsts iestāde,Pilsonības un migrācijas lietu pārvaldes Balvu nodaļa,"Partizānu iela 21B, Balvi, Balvu nov., LV-4501"
Valsts iestāde,Nodarbinātības valsts aģentūras Siguldas filiāle,"Dārza iela 2A, Sigulda, Siguldas nov., LV-2150"
Valsts iestāde,Nodarbinātības valsts aģentūras Cēsu filiāle / Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Cēsu nodaļa,"Pļavas iela 3A, Cēsis, Cēsu nov., LV-4101"
Valsts iestāde,Nodarbinātības valsts aģentūras Aizkraukles filiāle,"Lāčplēša iela 1, Aizkraukle, Aizkraukles nov., LV-5101"
Valsts iestāde,Nodarbinātības valsts aģentūras Ogres filiāle,"Rīgas iela 14, Ogre, Ogres nov., LV-5001"
Valsts iestāde,Nodarbinātības valsts aģentūras Kuldīgas filiāle,"Pilsētas laukums 4A, Kuldīga, Kuldīgas nov., LV-3301"
Valsts iestāde,Nodarbinātības valsts aģentūras Ventspils filiāle / Valsts sociālās apdrošināšanas aģentūras Ventspils KAC,"Lakstīgalu iela 1, Ventspils, LV-3601"
Valsts iestāde,Rīgas rajona tiesas zemesgrāmata,"Ieriķu iela 5, Rīga, LV-1084"
Valsts iestāde,Pilsonības un migrācijas lietu pārvaldes Dobeles nodaļa,"Uzvaras iela 4, Dobele, Dobeles nov., LV-3701"
Valsts iestāde,Pilsonības un migrācijas lietu pārvaldes Alūksnes nodaļa,"Uzvaras iela 1, Alūksne, Alūksnes nov., LV-4301"
Valsts iestāde,Pilsonības un migrācijas lietu pārvaldes Valkas nodaļa,"Rīgas iela 24, Valka, Valkas nov., LV-4701"
Valsts iestāde,Nodarbinātības valsts aģentūras Alūksnes filiāle,"Helēnas iela 52, Alūksne, Alūksnes nov., LV-4301"
Valsts iestāde,Nodarbinātības valsts aģentūras Daugavpils filiāle,"Varšavas iela 18, Daugavpils, LV-5404"
Valsts iestāde,Valsts sociālās apdrošināšanas aģentūras Latgales nodaļa,"Fridriķa iela 9, Rīga, LV-1019"
Valsts iestāde,Valsts sociālās apdrošināšanas aģentūras Zemgales nodaļa,"Mārupes iela 1, Rīga, LV-1002"
Valsts iestāde,Valsts sociālās apdrošināšanas aģentūras Vidzemes nodaļa,"Raunas iela 64, Rīga, LV-1039"
Valsts iestāde,Valsts ieņēmumu dienests / Valsts sociālās apdrošināšanas aģentūras Kurzemes nodaļa / Valsts vienotais klientu apkalpošanas centrs Rīgā,"Talejas iela 1, Rīga, LV-1026"
Valsts iestāde,Valsts sociālās apdrošināšanas aģentūras Daugavpils KAC,"Ģimnāzijas iela 10, Daugavpils, LV-5401"
Valsts iestāde,Valsts sociālās apdrošināšanas aģentūras Jēkabpils KAC,"Rīgas iela 152, Jēkabpils, LV-5202"
Valsts iestāde,Valsts sociālās apdrošināšanas aģentūras Rēzeknes KAC,"Viļānu iela 8, Rēzekne, LV-4601"
Valsts iestāde,Valsts sociālās apdrošināšanas aģentūras Madonas KAC,"Raiņa iela 3, Madona, Madonas nov., LV-4801"
Valsts iestāde,Pilsonības un migrācijas lietu pārvaldes Madonas nodaļa,"Rīgas iela 2, Madona, Madonas nov., LV-4801"
Valsts iestāde,Nodarbinātības valsts aģentūras Balvu filiāle,"Bērzpils iela 2A, Balvi, Balvu nov., LV-4501"
Valsts iestāde,Nodarbinātības valsts aģentūras Ludzas filiāle,"Stacijas iela 44, Ludza, Ludzas nov., LV-5701"
Valsts iestāde,Nodarbinātības valsts aģentūras Preiļu filiāle,"Raiņa bulvāris 19, Preiļi, Preiļu nov., LV-5301"
Valsts iestāde,Nodarbinātības valsts aģentūras Krāslavas filiāle,"Grāfu Plāteru iela 9, Krāslava, Krāslavas nov., LV-5601"
Valsts iestāde,Uzņēmumu reģistra Rīgas reģionālā nodaļa,"Pērses iela 2, Rīga, LV-1011 (apkalpošana klātienē nenotiek!)"
Valsts iestāde,Valsts sociālās apdrošināšanas aģentūras Gulbenes KAC,"Ozolu iela 2A, Gulbene, Gulbenes nov., LV-4401"
Valsts iestāde,Valsts sociālās apdrošināšanas aģentūras Balvu KAC,"Partizānu iela 14, Balvi, Balvu nov., LV-4501"
Valsts iestāde,Valsts sociālās apdrošināšanas aģentūras Limbažu KAC,"Rīgas iela 16, Limbaži, Limbažu nov., LV-4001"
Valsts iestāde,Uzņēmumu reģistra Rēzeknes reģionālā nodaļa,"Atbrīvošanas aleja 81, Rēzekne, LV-4601 (apkalpošana klātienē nenotiek!)"
Valsts iestāde,Uzņēmumu reģistra Daugavpils nodaļa,"Alejas iela 68, Daugavpils, LV-5401 (apkalpošana klātienē nenotiek!)"
Izglītības iestāde,"Auces novada pirmsskolas izglītības iestāde ""Pīlādzītis""","Ausmas iela 5, Auce, Auces nov., LV-3708"
Izglītības iestāde,Liepas pamatskola,"Rūpnīcas iela 12, Liepa, Liepas pag., Priekuļu nov., LV-4128"
Izglītības iestāde,Priekuļu vidusskola,"Cēsu prospekts 46, Priekuļi, Priekuļu pag., Priekuļu nov., LV-4126"
Izglītības iestāde,Friča Brīvzemnieka pamatskola,"Zeļļu iela 4, Rīga, LV-1002"
Izglītības iestāde,Itas Kozakēvičas Poļu vidusskola,"Nīcgales iela 15, Rīga, LV-1035"
Izglītības iestāde,Valmieras 2. vidusskola,"Raiņa iela 11, Valmiera, LV-4201"
Izglītības iestāde,Rīgas 71. vidusskola,"Grīvas iela 26, Rīga, LV-1055"
Izglītības iestāde,Rīgas 66. speciālā vidusskola,"Katrīnas iela 4, Rīga, LV-1045"
Izglītības iestāde,Jaunsilavas pamatskola,"Jaunsilavas iela 1, Jaunsilavas, Turku pag., Līvānu nov., LV-5316"
Izglītības iestāde,Jaunogres vidusskola,"Mālkalnes prospekts 43, Ogre, Ogres nov., LV-5001"
Valsts iestāde,Valsts valodas centrs / Iepirkumu uzraudzības birojs,"Eksporta iela 6, Rīga, LV-1010"
Izglītības iestāde,Rīgas Lietuviešu vidusskola,"Bultu iela 5, Rīga, LV-1057"
Izglītības iestāde,Rojas vidusskola,"Zvejnieku iela 7, Roja, Rojas nov., LV-3264"
Izglītības iestāde,"Brīvā laika pavadīšanas un jauniešu centrs ""Strops""","Strauta iela 8, Roja, Rojas nov., LV-3264"
Izglītības iestāde,"Pirmsskolas izglītības iestāde ""Zīļuks""","Grīzupes iela 29, Liepāja, LV-3414"
Izglītības iestāde,Ventspils Tehnikums,"Saules iela 15, Ventspils, LV-3601"
Izglītības iestāde,Grāmatvedības un finanšu koledža,"Lomonosova iela 4, Rīga, LV-1003"
Izglītības iestāde,Daugavpils Krievu vidusskola - licejs,"Tautas iela 59, Daugavpils, LV-5404"
Izglītības iestāde,Rojas mūzikas un mākslas skola,"Strauta iela 2, Roja, Rojas nov., LV-3264"
Izglītības iestāde,Ogres tehnikums,"Ogres meža tehnikums, Aizupes, Tīnūžu pag., Ikšķiles nov., LV-5001"
Izglītības iestāde,Līvānu 2. vidusskola,"Rīgas iela 113/117, Līvāni, Līvānu nov., LV-5316"
Izglītības iestāde,Malnavas koledža,"Kļavu iela 17, Malnava, Malnavas pag., Kārsavas nov., LV-5750"
Izglītības iestāde,Rīgas Celtniecības koledža,"Gaiziņa iela 3, Rīga, LV-1050"
Izglītības iestāde,Alberta koledža,"Skolas iela 22, Rīga, LV-1010"
Valsts iestāde,Lauku atbalsta dienesta Zemgales KAC,"Dobeles iela 41A, Jelgava, LV-3001"
Valsts iestāde,Lauku atbalsta dienesta Lielrīgas KAC,"Brīvības iela 48, Rīga, LV-1011"
Valsts iestāde,Latvijas Valsts radio un televīzijas centrs,"Ērgļu iela 14, Rīga, LV-1012"
Valsts iestāde,Zemkopības ministrija / Lauku atbalsta dienests / Lauksaimniecības datu centrs,"Republikas laukums 2, Rīga, LV-1010"
Valsts iestāde,Pārtikas un veterinārā dienesta Rīgas pārvalde,"Lubānas iela 49, Rīga, LV-1073"
Valsts iestāde,Pārtikas un veterinārā dienesta Dienvidzemgales pārvalde,"Kristapa Helmaņa iela 10, Jelgava, LV-3004"
Valsts iestāde,Pārtikas un veterinārā dienesta Rietumpierīgas pārvalde,"Krīvi, Tumes pag., Tukuma nov., LV-3139"
Valsts iestāde,Pārtikas un veterinārais dienests,"Peldu iela 30, Rīga, LV-1050"
Valsts iestāde,Patentu valde,"Citadeles iela 7, Rīga, LV-1010"
Valsts iestāde,Rīgas pilsētas Latgales priekšpilsētas tiesa,"Lomonosova iela 10, Rīga, LV-1019"
Valsts iestāde,Administratīvā rajona tiesa Valmieras tiesu nams,"Voldemāra Baloža iela 13A, Valmiera, LV-4201"
Valsts iestāde,Vidzemes rajona tiesa (Valkā),"Rīgas iela 2, Valka, Valkas nov., LV-4701"
Valsts iestāde,Vidzemes apgabaltiesa,"Tērbatas iela 13, Valmiera, LV-4201"
Valsts iestāde,Vidzemes rajona tiesa (Madonā),"Avotu iela 8, Madona, Madonas nov., LV-4801"
Valsts iestāde,Vidzemes rajona tiesa (Gulbenē),"Ābeļu iela 6, Gulbene, Gulbenes nov., LV-4401"
Valsts iestāde,Vidzemes rajona tiesa (Alūksnē),"Rūpniecības iela 8, Alūksne, Alūksnes nov., LV-4301"
Valsts iestāde,Veselības inspekcija,"Klijānu iela 7, Rīga, LV-1012"
Valsts iestāde,Valsts meža dienests,"13. janvāra iela 15, Rīga, LV-1050"
Valsts iestāde,Valsts probācijas dienests / Valsts probācijas dienesta Rīgas Austrumu reģiona teritoriālā struktūrvienība,"Lomonosova iela 9, Rīga, LV-1019"
Valsts iestāde,Valsts probācijas dienesta Rīgas Austrumu reģiona Salaspils nodaļa,"Rīgas iela 30A, Salaspils, Salaspils nov., LV-2169"
Valsts iestāde,Valsts probācijas dienesta Rīgas Rietumu reģiona teritoriālā struktūrvienība,"Liepājas iela 3D, Rīga, LV-1002"
Valsts iestāde,Veselības un darbspēju ekspertīzes ārstu valsts komisija / Valsts bērnu tiesību aizsardzības inspekcija,"Ventspils iela 53, Rīga, LV-1002"
Valsts iestāde,Kultūras ministrija,"Krišjāņa Valdemāra iela 11A, Rīga, LV-1010"
Valsts iestāde,Rīgas rajona tiesa (Siguldā),"Šveices iela 27, Sigulda, Siguldas nov., LV-2150"
Valsts iestāde,Zemgales rajona tiesa (Ogrē),"Brīvības iela 6, Ogre, Ogres nov., LV-5001"
Valsts iestāde,Uzņēmumu reģistra Liepājas reģionālā nodaļa,"Graudu iela 27/29, Liepāja, LV-3401 (apkalpošana klātienē nenotiek!)"
Valsts iestāde,Rīgas apgabaltiesa,"Brīvības bulvāris 34, Rīga, LV-1050"
Valsts iestāde,Rīgas rajona tiesa (Rīgā),"Aiviekstes iela 6, Rīga, LV-1019"
Valsts iestāde,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,"Abrenes iela 8, Rīga, LV-1050"
Valsts iestāde,Veselības un darbspēju ekspertīzes ārstu valsts komisijas Valmieras nodaļa,"Jumaras iela 195, Valmiera, LV-4201"
Valsts iestāde,Lauku atbalsta dienesta Austrumlatgales reģionālā lauksaimniecības pārvalde,"Brāļu Skrindu iela 11, Rēzekne, LV-4601"
Valsts iestāde,Lauku atbalsta dienesta Dienvidlatgales reģionālā lauksaimniecības pārvalde,"Mehanizatoru iela 2A, Preiļi, Preiļu nov., LV-5301"
Valsts iestāde,Lauku atbalsta dienesta Ziemeļaustrumu reģionālā lauksaimniecības pārvalde,"Ābeļu iela 2, Gulbene, Gulbenes nov., LV-4401"
Valsts iestāde,Lauku atbalsta dienesta Dienvidkurzemes reģionālā lauksaimniecības pārvalde,"Viesnīcas iela 1, Saldus, Saldus nov., LV-3801"
Valsts iestāde,Uzņēmumu reģistra Valmieras reģionālā nodaļa,"Rīgas iela 25C, Valmiera, LV-4201 (apkalpošana klātienē nenotiek!)"
Valsts iestāde,Administratīvā rajona tiesa Jelgavas tiesu nams,"Atmodas iela 19, Jelgava, LV-3007"
Valsts iestāde,Rīgas pilsētas Pārdaugavas tiesa,"Daugavgrīvas iela 58, Rīga, LV-1007"
Valsts iestāde,Zemgales rajona tiesa (Tukumā),"Pils iela 16, Tukums, Tukuma nov., LV-3101"
Valsts iestāde,Daugavpils tiesa,"18. novembra iela 37, Daugavpils, LV-5401"
Valsts iestāde,Latgales apgabaltiesa,"Atbrīvošanas aleja 95, Rēzekne, LV-4601"
Valsts iestāde,Rēzeknes tiesa,"Dārzu iela 24, Rēzekne, LV-4601"
Valsts iestāde,Kurzemes rajona tiesa (Liepājā),"Republikas iela 14, Liepāja, LV-3401"
Valsts iestāde,Kurzemes apgabaltiesa,"Kūrmājas prospekts 2/6, Liepāja, LV-3401"
Valsts iestāde,Ekonomikas ministrija,"Brīvības iela 55, Rīga, LV-1010"
Valsts iestāde,Maksātnespējas kontroles dienests,"Mārstaļu iela 19, Rīga, LV-1050"
Valsts iestāde,Uzņēmumu reģistra Bauskas reģionālā nodaļa,"Katoļu iela 3, Bauska, Bauskas nov., LV-3901 (apkalpošana klātienē nenotiek!)"
Valsts iestāde,Administratīvā rajona tiesa Liepājas tiesu nams,"Lielā iela 4, Liepāja, LV-3401"
Valsts iestāde,Administratīvā rajona tiesa Rīgas tiesu nams,"Baldones iela 1, Rīga, LV-1007"
Valsts iestāde,Uzņēmumu reģistra Ventspils reģionālā nodaļa,"Inženieru iela 101, Ventspils, LV-3601 (apkalpošana klātienē nenotiek!)"
Valsts iestāde,Lauku atbalsta dienesta Ziemeļvidzemes reģionālā lauksaimniecības pārvalde,"Mūrmuižas iela 18, Valmiera, LV-4201"
Valsts iestāde,Valsts reģionālās attīstības aģentūra,"Alberta iela 10, Rīga, LV-1010"
Valsts iestāde,Administratīvā apgabaltiesa / Administratīvā rajona tiesa Rīgas tiesu nams,"Baldones iela 1A, Rīga, LV-1007"
Valsts iestāde,Vidzemes rajona tiesa (Valmierā),"Garā iela 5, Valmiera, LV-4201"
Valsts iestāde,Zemgales apgabaltiesa,"Akadēmijas iela 9, Jelgava, LV-3001"
Valsts iestāde,Zemgales rajona tiesa (Jelgavā),"Dambja iela 12, Jelgava, LV-3001"
Valsts iestāde,Valsts probācijas dienesta Rīgas Rietumu reģiona teritoriālās struktūrvienības Jūrmalas nodaļa,"Ventspils šoseja 32, Jūrmala, LV-2011"
Valsts iestāde,Valsts probācijas dienesta Rīgas Rietumu reģiona teritoriālās struktūrvienības Olaines nodaļa,"Kūdras iela 27, Olaine, Olaines nov., LV-2114"
Valsts iestāde,Valsts probācijas dienesta Zemgales reģiona teritoriālā struktūrvienība,"Dobeles iela 62A, Jelgava, LV-3001"
Valsts iestāde,Valsts zemes dienests,"11. novembra krastmala 31, Rīga, LV-1050"
Valsts iestāde,Latvijas Lauku konsultāciju un izglītības centrs,"Rīgas iela 34, Ozolnieki, Ozolnieku pag., Ozolnieku nov., LV-3018"
Valsts iestāde,Lauku atbalsta dienesta Viduslatvijas reģionālā lauksaimniecības pārvalde,"Rīgas iela 111, Jēkabpils, LV-5202"
Valsts iestāde,Lauku atbalsta dienesta Ziemeļkurzemes reģionālā lauksaimniecības pārvalde,"Dundagas iela 4, Talsi, Talsu nov., LV-3201"
Valsts iestāde,Veselības ministrija,"Brīvības iela 72 k-1, Rīga, LV-1011"
Valsts iestāde,Zemgales rajona tiesa (Jēkabpilī) / Uzņēmumu reģistra Jēkabpils reģionālā nodaļa,"Neretas iela 39, Jēkabpils, LV-5201"
Izglītības iestāde,Aknīstes vidusskola,"Skolas iela 19, Aknīste, Aknīstes nov., LV-5208"
Izglītības iestāde,Tārgales pamatskola,"Tārgales skola, Tārgale, Tārgales pag., Ventspils nov., LV-3621"
Izglītības iestāde,"Pirmsskolas izglītības iestāde ""Zelta Zivtiņa""","Talsu iela 16, Roja, Rojas nov., LV-3264"
Izglītības iestāde,"PIKC ""Liepājas Mūzikas, mākslas un dizaina vidusskola""","Ausekļa iela 11/15, Liepāja, LV-3401"
Izglītības iestāde,Pirmsskolas izglītības iestāde “Sprīdītis”,"Dārza iela 42, Liepāja, LV-3401"
Izglītības iestāde,Liepājas kristīgā pirmsskolas izglītības iestāde,"Celmu iela 4, Liepāja, LV-3405"
Izglītības iestāde,Pirmsskolas izglītības iestāde “Sauleszaķis”,"Oskara Kalpaka iela 58, Liepāja, LV-3405"
Izglītības iestāde,Pirmsskolas izglītības iestāde “Stārķis”,"Stārķu iela 30, Liepāja, LV-3405"
Izglītības iestāde,Pirmsskolas izglītības iestāde “Rūķītis”,"Apšu iela 6, Liepāja, LV-3401"
Izglītības iestāde,Pirmsskolas izglītības iestāde “Delfīns”,"Elizabetes iela 4, Liepāja, LV-3405"
Izglītības iestāde,Liepājas pirmsskolas izglītības iestāde “Mazulītis”,"Dunikas iela 17, Liepāja, LV-3407"
Izglītības iestāde,Pirmsskolas izglītības iestāde  “Pūcīte”,"Bāriņu iela 32A, Liepāja, LV-3401"
Izglītības iestāde,Liepājas speciālā pirmsskolas izglītības iestāde “Kriksītis”,"Eduarda Veidenbauma iela 16, Liepāja, LV-3401"
Izglītības iestāde,Pirmsskolas izglītības iestāde “Pienenīte”,"Pulkveža Brieža iela 10A, Liepāja, LV-3414"
Izglītības iestāde,Pirmsskolas izglītības iestāde “Kāpēcītis”,"Miera iela 40/42, Liepāja, LV-3411"
Izglītības iestāde,"Pirmsskolas izglītības iestāde ""Liesmiņa""","Strazdu iela 6, Liepāja, LV-3405"
Izglītības iestāde,"Pirmsskolas izglītības iestāde ""Dzintariņš""","Dzintaru iela 90, Liepāja, LV-3416"
Izglītības iestāde,"Pāvilostas pirmsskolas izglītības iestāde ""Dzintariņš""","Stadiona iela 6, Pāvilosta, Pāvilostas nov., LV-3466"
Izglītības iestāde,"PIKC ""Nacionālā Mākslu vidusskola""","Kalnciema iela 12, Rīga, LV-1048"
Izglītības iestāde,"Biznesa, mākslas un tehnoloģiju augstskola RISEBA","Meža iela 3, Rīga, LV-1048"
Valsts iestāde,Tieslietu ministrija,"Brīvības bulvāris 36, Rīga, LV-1050"
Valsts iestāde,Finanšu ministrija / Centrālā finanšu un līgumu aģentūra,"Smilšu iela 1, Rīga, LV-1050"
Valsts iestāde,Datu valsts inspekcija,"Blaumaņa iela 11/13, Rīga, LV-1011"
Valsts iestāde,Valsts ugunsdzēsības un glābšanas dienests,"Maskavas iela 5, Rīga, LV-1050"
Valsts iestāde,Latvijas Ģeotelpiskās informācijas aģentūra,"Ojāra Vācieša iela 43, Rīga, LV-1004"
Valsts iestāde,Juridiskās palīdzības administrācija,"Pils laukums 4, Rīga, LV-1050"
Valsts iestāde,Latviešu valodas aģentūra,"Lāčplēša iela 35, Rīga, LV-1011"
Valsts iestāde,Sociālās integrācijas valsts aģentūra,"Dubultu prospekts 71, Jūrmala, LV-2015"
Valsts iestāde,"Dienas centrs ""Rītausma""","Kandavas iela 27, Rīga, LV-1083"
Valsts iestāde,Rīgas rajona tiesa (Jūrmalā),"Zigfrīda Meierovica prospekts 1A, Jūrmala, LV-2015"
Valsts iestāde,Zemgales rajona tiesa (Bauskā),"Zaļā iela 12, Bauska, Bauskas nov., LV-3901"
Valsts iestāde,Zemgales rajona tiesa (Dobelē),"Muldavas iela 16, Dobele, Dobeles nov., LV-3701"
Valsts iestāde,Zemgales rajona tiesa (Aizkrauklē),"Spīdolas iela 4, Aizkraukle, Aizkraukles nov., LV-5101"
Izglītības iestāde,Banku augstskola,"Krišjāņa Valdemāra iela 161, Rīga, LV-1013"
Izglītības iestāde,Rīgas Dizaina un mākslas vidusskola,"Krišjāņa Valdemāra iela 139, Rīga, LV-1013"
Izglītības iestāde,Sociālās integrācijas valsts aģentūras koledža / Jūrmalas profesionālā vidusskola,"Slokas iela 61, Jūrmala, LV-2015"
Valsts iestāde,Kurzemes rajona tiesa (Kuldīgā),"Kalna iela 25, Kuldīga, Kuldīgas nov., LV-3301"
Izglītības iestāde,Rīgas 47. vidusskola,"Skaistkalnes iela 7, Rīga, LV-1004"
Valsts iestāde,Latvijas Dabas muzejs,"Krišjāņa Barona iela 4, Rīga, LV-1050"
Valsts iestāde,Nacionālās kultūras mantojuma pārvalde,"Mazā Pils iela 19, Rīga, LV-1050"
Valsts iestāde,Ārlietu ministrija,"Krišjāņa Valdemāra iela 3, Rīga, LV-1010"
Valsts iestāde,Nodarbinātības valsts aģentūra,"Krišjāņa Valdemāra iela 38 k-1, Rīga, LV-1010"
Izglītības iestāde,Jūrmalas Alternatīvā skola,"Viestura iela 6, Jūrmala, LV-2010"
Izglītības iestāde,Upesleju pamatskola,"Internātpamatskola, Upeslejas, Stopiņu nov., LV-2118"
Izglītības iestāde,Rīgas 28. vidusskola,"Sliežu iela 23, Rīga, LV-1005"
Izglītības iestāde,"Liepājas speciālā pirmsskolas izglītības iestāde ""Gulbītis""","Evalda Rimbenieka iela 1, Liepāja, LV-3401"
Izglītības iestāde,Viļānu vidusskola,"Rēzeknes iela 1A, Viļāni, Viļānu nov., LV-4650"
Izglītības iestāde,Liepājas Liedaga vidusskola,"Liedaga iela 5, Liepāja, LV-3416"
Izglītības iestāde,Liepājas 3. pamatskola,"Lazaretes iela 8, Liepāja, LV-3414"
Izglītības iestāde,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,"Rīgas iela 50, Liepāja, LV-3401"
